,fileid,age,mlu,utterance
72,Hall/BlackPro/bom.xml,57,[5.361251725724804], din  din  din      duhn duhn         i m the six million dollar man 
73,Hall/BlackPro/bom.xml,57,[5.361251725724804], i m the six million dollar man 
74,Hall/BlackPro/bom.xml,57,[5.361251725724804], six million dollar man 
75,Hall/BlackPro/bom.xml,57,[5.361251725724804], six million dollar man 
76,Hall/BlackPro/ded.xml,57,[6.821268990169794], i bet no body i bet the six million dollar man can t lif one of those sings things up 
77,Hall/BlackPro/ded.xml,57,[6.821268990169794], i bet the six million dollar man can t bend one of those 
78,Hall/BlackPro/trh.xml,57,[7.090737240075614], six thousand and sixty six 
79,Hall/BlackWork/kig.xml,57,[5.67168458781362], did you watch the six million dollar man 
80,Hall/BlackWork/kig.xml,57,[5.67168458781362], did you watch the six million dollar man 
81,Hall/BlackWork/kig.xml,57,[5.67168458781362], you saw the six million dollar man lady 
82,Hall/BlackWork/lef.xml,57,[5.9056327724945135], did you ever see six million dollar man carl 
83,Hall/BlackWork/lef.xml,57,[5.9056327724945135], did you ever see see six million dollar man 
84,Hall/BlackWork/roj.xml,57,[6.632876712328767], hey keisha six million dollar man 
85,Hall/WhiteWork/mig.xml,57,[5.823569482288828], um zero 
86,Hall/WhiteWork/sut.xml,57,[6.240773286467487], so beach bab i beach bab i zero 
87,Kuczaj/abe101.xml,41,[7.850467289719626], zero 
88,Kuczaj/abe121.xml,44,[7.992424242424242], no if you grate it up i will two zero 
89,Kuczaj/abe121.xml,44,[7.992424242424242], is that two zero 
90,Kuczaj/abe121.xml,44,[7.992424242424242], i think it s two zero 
91,Kuczaj/abe121.xml,44,[7.992424242424242], it is two zero 
92,Kuczaj/abe134.xml,45,[7.202127659574468], it s a hard way if you eat a thousand hamburgers at one time 
93,Kuczaj/abe196.xml,57,[8.052631578947368], mom i like french dressing a little better than thousand island 
94,Kuczaj/abe201.xml,58,[7.829268292682927], mom everytime i laugh zero cough 
95,MacWhinney/46b2.xml,48,[6.748387096774193], thousand fiery pieces 
96,MacWhinney/49b1.xml,51,[6.310077519379845], one two thousand three four five six seven eight 
97,MacWhinney/54b2.xml,56,[9.882978723404255], we never in a million years 
98,MacWhinney/60a2.xml,65,[12.80379746835443], so they took their little weapons and raised them right at it and shot it and it blew up into a thousand pieces 
99,MacWhinney/61b1.xml,66,[11.893333333333333], zero 
100,MacWhinney/62a1.xml,67,[6.702970297029703], a thousand 
101,MacWhinney/65a1.xml,69,[6.735632183908046], i can t get zero 
102,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
103,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
104,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
105,MacWhinney/65a1.xml,69,[6.735632183908046], eight two three two zero five one 
106,MacWhinney/69a1.xml,72,[12.0625], what s a dog that has a thousand watches 
107,MacWhinney/73b.xml,75,[13.29], luke got four hundred and um ha han got nine thousand 
108,MacWhinney/73b.xml,75,[13.29], um luke blasted nine thousand hundred 
109,MacWhinney/78b2.xml,79,[9.392857142857142], a thousand 
110,MacWhinney/79a1.xml,80,[8.5], there must have been a thousand kids who ve tasted them 
111,MacWhinney/81b1.xml,82,[6.037974683544304], fifty thousand years ago 
112,MacWhinney/81b1.xml,82,[6.037974683544304], fifty thousand year ago 
113,MacWhinney/81b1.xml,82,[6.037974683544304], that was forty thousand 
114,MacWhinney/81b1.xml,82,[6.037974683544304], we made um the funk of fifty thousand 
115,MacWhinney/89b2.xml,89,[4.057142857142857], fifteen take away zero is fifteen 
116,MacWhinney/90b1.xml,90,[7.036842105263158], to him it s a thousand miles 
117,NH/nh54m-irving.xml,54,[6.890510948905109], they cost a billion hundred dollars 
118,Nelson/820502.xml,27,[3.831460674157303], thousand tacks 
119,Providence/Alex/ale37.xml,34,[2.669826224328594], zero 
120,Providence/Lily/lil26.xml,24,[2.7415506958250497], zero 
121,Providence/Lily/lil37.xml,28,[5.458471760797342], zero 
122,Providence/Lily/lil49b.xml,31,[5.682568807339449], zero 
123,Providence/Lily/lil77.xml,45,[5.687657430730479], you weigh a thousand pounds 
124,Providence/Naima/nai26.xml,20,[3.3815028901734103], where did the zero go 
125,Providence/Naima/nai77.xml,36,[6.898591549295775], zero nursing 
126,Providence/Violet/vio26.xml,27,[2.986062717770035], you got a million toys 
127,Providence/Violet/vio26.xml,27,[2.986062717770035], you ve got a million 
128,VanKleeck/rachel1.xml,44,[5.661764705882353], four five zero nine eight 
129,Warren/john.xml,69,[8.4921875], what s a thousand times a thousand times a thousand 
130,Warren/john.xml,69,[8.4921875], what s a thousand times a thousand times a thousand times a thousand times a thousand times a thousand 
131,Warren/john.xml,69,[8.4921875], what s a billion times a thousand 
132,Weist/Matt/mat46.xml,53,[5.946666666666666], yup zero dollars 
133,Weist/Matt/mat46.xml,53,[5.946666666666666], zero dollars 
134,Weist/Matt/mat52.xml,57,[11.211382113821138], i wish i could have one million and then i wish i could have infinity 
135,Weist/Roman/rom25.xml,43,[12.074324324324325], five o zero five     years 
136,Weist/Roman/rom39.xml,53,[5.925925925925926], uh huh i have a lot i have fifty thousand dollars 
137,Weist/Roman/rom42.xml,56,[5.9245283018867925], no but where is zero 
138,Weist/Roman/rom42.xml,56,[5.9245283018867925], zero zero 
